city_code,CAGR,Geometric Mean Return,Annualized Volatility,Sharpe Ratio,City Name
01101,4.71%,5.68%,9.39%,0.605,札幌市中央区
01102,4.83%,5.14%,6.33%,0.813,札幌市北区
01103,3.23%,3.40%,5.92%,0.573,札幌市東区
01104,3.02%,3.15%,5.35%,0.590,札幌市白石区
01105,2.91%,3.20%,5.34%,0.599,札幌市豊平区
01106,1.07%,1.03%,4.93%,0.208,札幌市南区
01107,3.15%,3.24%,4.74%,0.683,札幌市西区
01108,3.21%,3.32%,5.91%,0.562,札幌市厚別区
01109,2.98%,2.83%,5.73%,0.494,札幌市手稲区
01110,2.64%,2.61%,5.71%,0.458,札幌市清田区
01202,-1.88%,-1.77%,2.35%,-0.755,函館市
01203,0.25%,0.04%,4.69%,0.008,小樽市
01204,-1.22%,-1.17%,1.98%,-0.592,旭川市
01205,-1.84%,-1.94%,1.04%,-1.865,室蘭市
01206,-1.23%,-1.34%,2.45%,-0.549,釧路市
01207,0.48%,0.47%,4.09%,0.116,帯広市
01208,-1.50%,-1.69%,3.19%,-0.531,北見市
01209,-5.51%,-5.77%,1.78%,-3.240,夕張市
01210,-2.93%,-3.26%,2.96%,-1.099,岩見沢市
01211,-2.71%,-2.77%,1.62%,-1.705,網走市
01212,-5.63%,-5.88%,5.77%,-1.019,留萌市
01213,-1.15%,-1.21%,1.60%,-0.755,苫小牧市
01214,-4.14%,-3.98%,4.61%,-0.864,稚内市
01215,-7.00%,-7.15%,3.69%,-1.938,美唄市
01216,-5.10%,-4.71%,2.34%,-2.010,芦別市
01217,2.86%,2.81%,7.73%,0.364,江別市
01218,-4.76%,-4.65%,2.69%,-1.728,赤平市
01219,-5.52%,-5.47%,6.10%,-0.896,紋別市
01220,-4.23%,-4.23%,2.86%,-1.475,士別市
01221,-1.88%,-2.03%,3.02%,-0.673,名寄市
01222,-5.39%,-4.44%,4.50%,-0.986,三笠市
01223,-3.09%,-3.33%,5.37%,-0.620,根室市
01224,2.38%,2.23%,8.13%,0.274,千歳市
01225,-3.51%,-3.67%,3.11%,-1.179,滝川市
01226,-4.96%,-4.92%,3.05%,-1.613,砂川市
01227,-5.56%,-4.78%,4.96%,-0.964,歌志内市
01228,-6.38%,-6.50%,4.85%,-1.341,深川市
01229,-0.07%,-0.46%,4.55%,-0.101,富良野市
01230,-1.84%,-1.98%,2.11%,-0.935,登別市
01231,3.15%,2.77%,8.27%,0.335,恵庭市
01233,-0.58%,-0.19%,2.30%,-0.081,伊達市
01234,3.62%,3.28%,9.76%,0.336,北広島市
01235,1.95%,1.58%,8.43%,0.187,石狩市
01236,-1.38%,-1.40%,2.40%,-0.584,北斗市
01303,-5.77%,-5.76%,2.28%,-2.525,当別町
01332,-3.82%,-3.83%,0.53%,-7.267,福島町
01334,-4.05%,-4.05%,1.55%,-2.604,木古内町
01337,-0.39%,-0.63%,4.54%,-0.139,七飯町
01345,-4.24%,-4.29%,1.63%,-2.624,森町
01346,-3.68%,-3.74%,0.88%,-4.260,八雲町
01347,-4.61%,-4.66%,2.32%,-2.010,長万部町
01361,-5.71%,-5.69%,1.39%,-4.109,江差町
01370,-3.57%,-3.57%,2.07%,-1.726,今金町
01371,-3.26%,-3.25%,1.39%,-2.333,せたな町
01400,11.60%,10.66%,18.62%,0.573,倶知安町
01401,-1.58%,-1.51%,2.96%,-0.510,共和町
01402,-4.47%,-4.58%,2.88%,-1.592,岩内町
01406,-5.77%,-5.64%,2.01%,-2.800,古平町
01408,-4.64%,-4.79%,2.10%,-2.281,余市町
01423,-4.03%,-4.16%,2.69%,-1.546,南幌町
01424,-5.89%,-5.83%,0.91%,-6.442,奈井江町
01428,-2.59%,-2.67%,1.20%,-2.230,長沼町
01429,-3.99%,-3.94%,1.89%,-2.090,栗山町
01432,-4.07%,-4.41%,1.71%,-2.587,新十津川町
01452,-0.49%,-0.73%,6.59%,-0.111,鷹栖町
01453,-1.54%,-1.65%,3.98%,-0.414,東神楽町
01457,-4.21%,-4.23%,1.26%,-3.347,上川町
01459,-4.08%,-4.28%,3.69%,-1.161,美瑛町
01460,-3.80%,-4.11%,2.76%,-1.492,上富良野町
01468,-2.21%,-2.13%,11.38%,-0.187,下川町
01469,-5.26%,-5.24%,15.41%,-0.340,美深町
01481,-4.50%,-4.36%,2.92%,-1.494,増毛町
01484,-5.36%,-5.43%,7.83%,-0.693,羽幌町
01512,-6.20%,-6.18%,8.25%,-0.749,浜頓別町
01514,-4.61%,-4.72%,7.42%,-0.636,枝幸町
01543,-2.73%,-2.83%,1.39%,-2.035,美幌町
01545,-2.37%,-2.39%,0.69%,-3.472,斜里町
01555,-2.91%,-3.18%,2.96%,-1.076,遠軽町
01560,-5.82%,-5.61%,8.08%,-0.694,滝上町
01561,-4.92%,-4.81%,5.94%,-0.810,興部町
01563,-3.65%,-3.62%,0.58%,-6.267,雄武町
01564,-2.46%,-2.40%,0.92%,-2.610,大空町
01575,-2.25%,-2.28%,0.99%,-2.291,壮瞥町
01578,-2.93%,-2.90%,1.92%,-1.514,白老町
01581,-1.12%,-1.16%,3.06%,-0.379,厚真町
01584,-4.10%,-3.90%,1.44%,-2.705,洞爺湖町
01585,-3.48%,-3.49%,3.36%,-1.039,安平町
01586,-3.06%,-3.03%,1.83%,-1.652,むかわ町
01601,-4.31%,-4.32%,1.63%,-2.651,日高町
01607,-3.19%,-3.39%,3.61%,-0.937,浦河町
01610,-2.22%,-2.23%,1.53%,-1.460,新ひだか町
01631,0.99%,0.76%,4.23%,0.180,音更町
01635,-3.28%,-3.31%,2.12%,-1.558,新得町
01636,-4.25%,-4.23%,1.92%,-2.203,清水町
01637,0.78%,0.70%,5.53%,0.127,芽室町
01641,-4.25%,-4.26%,2.38%,-1.790,大樹町
01642,-5.20%,-5.38%,2.51%,-2.146,広尾町
01643,2.46%,2.21%,6.35%,0.347,幕別町
01644,-4.59%,-4.61%,2.27%,-2.033,池田町
01646,-3.05%,-3.17%,1.16%,-2.744,本別町
01647,-3.24%,-3.14%,1.26%,-2.499,足寄町
01649,-2.68%,-2.88%,1.97%,-1.466,浦幌町
01661,0.45%,0.25%,12.46%,0.020,釧路町
01662,-1.51%,-1.60%,1.95%,-0.822,厚岸町
01664,-1.50%,-1.54%,2.19%,-0.707,標茶町
01665,-1.91%,-1.93%,2.60%,-0.743,弟子屈町
01668,-2.93%,-3.01%,5.83%,-0.516,白糠町
01692,-1.23%,-1.31%,2.17%,-0.606,中標津町
02201,-2.20%,-2.32%,2.44%,-0.954,青森市
02202,-1.93%,-2.04%,2.27%,-0.901,弘前市
02203,-1.78%,-2.03%,2.72%,-0.744,八戸市
02204,-2.91%,-3.21%,2.59%,-1.238,黒石市
02205,-2.52%,-2.66%,2.56%,-1.038,五所川原市
02206,-2.28%,-2.49%,2.80%,-0.890,十和田市
02207,-2.18%,-2.49%,3.03%,-0.821,三沢市
02208,-1.54%,-1.85%,2.72%,-0.680,むつ市
02209,-3.20%,-3.33%,2.70%,-1.231,つがる市
02210,-1.89%,-2.09%,3.63%,-0.576,平川市
02301,-3.73%,-3.96%,2.41%,-1.641,平内町
02307,-4.46%,-4.53%,1.84%,-2.470,外ヶ浜町
02321,-4.23%,-4.43%,2.32%,-1.904,鰺ヶ沢町
02361,-3.29%,-3.32%,3.31%,-1.005,藤崎町
02362,-4.23%,-4.38%,2.99%,-1.462,大鰐町
02367,-2.93%,-3.11%,2.55%,-1.218,田舎館村
02381,-3.44%,-3.61%,2.40%,-1.508,板柳町
02384,-3.19%,-3.39%,2.18%,-1.553,鶴田町
02401,-3.59%,-3.75%,2.32%,-1.617,野辺地町
02402,-4.02%,-4.15%,2.17%,-1.916,七戸町
02405,-2.95%,-2.95%,1.91%,-1.542,六戸町
02408,-3.24%,-3.37%,1.84%,-1.834,東北町
02411,-3.31%,-3.45%,3.32%,-1.039,六ヶ所村
02412,0.54%,0.27%,6.63%,0.041,おいらせ町
02441,-1.76%,-2.09%,8.70%,-0.240,三戸町
02442,-2.98%,-3.22%,3.68%,-0.876,五戸町
02445,-3.13%,-3.39%,2.18%,-1.555,南部町
02446,-3.39%,-3.48%,2.30%,-1.514,階上町
03201,-1.61%,-1.79%,3.57%,-0.502,盛岡市
03202,-1.93%,-2.30%,5.05%,-0.454,宮古市
03203,-1.25%,-1.50%,6.40%,-0.234,大船渡市
03205,-3.13%,-3.21%,3.75%,-0.857,花巻市
03206,-3.20%,-3.37%,3.61%,-0.935,北上市
03207,-4.06%,-4.25%,2.52%,-1.690,久慈市
03208,-1.72%,-3.07%,6.03%,-0.509,遠野市
03209,-2.97%,-3.20%,2.97%,-1.078,一関市
03210,-2.65%,-2.69%,13.13%,-0.205,陸前高田市
03211,-0.95%,-1.27%,3.45%,-0.367,釜石市
03213,-4.36%,-4.46%,2.75%,-1.620,二戸市
03214,-2.84%,-2.86%,1.30%,-2.198,八幡平市
03215,-3.43%,-3.43%,2.16%,-1.584,奥州市
03216,0.93%,0.83%,1.18%,0.707,滝沢市
03301,-3.87%,-3.91%,1.59%,-2.459,雫石町
03303,-4.40%,-4.35%,0.64%,-6.856,岩手町
03305,-6.63%,-6.21%,1.88%,-3.305,
03321,-1.05%,-1.20%,2.62%,-0.460,紫波町
03322,1.49%,1.33%,6.34%,0.210,矢巾町
03381,-1.40%,-1.43%,0.76%,-1.882,金ケ崎町
03402,-2.44%,-2.46%,1.10%,-2.240,平泉町
03461,-2.68%,-2.89%,12.07%,-0.240,大槌町
03482,-3.70%,-3.88%,6.56%,-0.591,山田町
03483,-4.75%,-4.77%,2.23%,-2.141,岩泉町
03503,-2.12%,-2.06%,1.61%,-1.282,野田村
03524,-4.63%,-4.59%,1.77%,-2.594,一戸町
04101,2.94%,4.19%,9.07%,0.462,仙台市青葉区
04102,4.42%,4.66%,6.35%,0.734,仙台市宮城野区
04103,4.82%,4.87%,3.81%,1.277,仙台市若林区
04104,3.50%,3.45%,4.27%,0.808,仙台市太白区
04105,3.21%,3.11%,3.15%,0.988,仙台市泉区
04202,0.24%,0.05%,4.07%,0.012,石巻市
04203,-1.22%,-1.44%,2.24%,-0.645,塩竈市
04205,-0.66%,-1.00%,3.75%,-0.265,気仙沼市
04206,-2.78%,-2.91%,2.77%,-1.051,白石市
04207,2.44%,2.14%,4.25%,0.505,名取市
04208,-1.63%,-1.78%,2.39%,-0.745,角田市
04209,1.16%,0.99%,2.84%,0.348,多賀城市
04211,1.41%,1.11%,3.92%,0.283,岩沼市
04212,-0.97%,-1.18%,1.96%,-0.603,登米市
04213,-1.72%,-1.90%,2.43%,-0.780,栗原市
04214,0.07%,-0.38%,2.66%,-0.142,東松島市
04215,-2.16%,-2.34%,2.28%,-1.027,大崎市
04216,6.43%,6.16%,2.37%,2.597,富谷市
04301,-2.40%,-2.51%,1.78%,-1.412,蔵王町
04321,-0.44%,-0.75%,3.04%,-0.246,大河原町
04322,-2.64%,-2.78%,2.23%,-1.250,村田町
04323,-0.27%,-0.56%,2.99%,-0.187,柴田町
04324,-3.58%,-3.66%,1.26%,-2.906,川崎町
04341,-3.45%,-3.54%,2.00%,-1.768,丸森町
04361,-0.66%,-0.78%,3.30%,-0.235,亘理町
04362,-1.22%,-1.42%,2.73%,-0.519,山元町
04401,-2.64%,-2.95%,3.15%,-0.936,松島町
04404,0.71%,0.37%,4.44%,0.082,七ヶ浜町
04406,2.49%,2.09%,5.41%,0.387,利府町
04421,3.12%,2.72%,4.20%,0.647,大和町
04422,-1.33%,-1.70%,1.73%,-0.983,大郷町
04423,1.65%,1.32%,2.93%,0.453,
04424,0.73%,0.61%,2.57%,0.238,大衡村
04445,-2.43%,-2.51%,0.93%,-2.691,加美町
04501,-2.46%,-2.78%,2.98%,-0.933,涌谷町
04505,-1.84%,-2.28%,4.16%,-0.548,美里町
04581,-1.84%,-1.46%,7.92%,-0.185,女川町
04606,-5.09%,-5.06%,11.18%,-0.452,南三陸町
05201,-2.23%,-2.38%,3.51%,-0.677,秋田市
05202,-4.63%,-4.70%,3.33%,-1.410,能代市
05203,-2.84%,-3.09%,3.00%,-1.030,横手市
05204,-3.13%,-3.20%,2.49%,-1.284,大館市
05206,-4.17%,-4.26%,2.37%,-1.799,男鹿市
05207,-4.08%,-4.32%,3.09%,-1.396,湯沢市
05209,-4.43%,-4.54%,3.85%,-1.179,鹿角市
05210,-3.08%,-3.31%,4.20%,-0.789,由利本荘市
05211,-2.84%,-2.86%,4.33%,-0.661,潟上市
05212,-2.78%,-3.05%,3.31%,-0.923,大仙市
05213,-3.66%,-3.78%,1.17%,-3.228,北秋田市
05214,-4.03%,-3.99%,2.45%,-1.625,にかほ市
05215,-3.32%,-3.36%,2.08%,-1.614,仙北市
05303,-2.74%,-2.61%,2.95%,-0.886,小坂町
05327,-5.74%,-5.54%,0.96%,-5.754,上小阿仁村
05361,-4.70%,-4.76%,1.81%,-2.637,五城目町
05363,-4.30%,-4.38%,1.67%,-2.628,八郎潟町
05434,-4.28%,-4.31%,1.61%,-2.685,美郷町
06201,-0.56%,-0.68%,2.88%,-0.236,山形市
06202,-2.76%,-2.91%,2.61%,-1.114,米沢市
06203,-1.71%,-1.85%,2.28%,-0.814,鶴岡市
06204,-2.04%,-2.25%,3.04%,-0.739,酒田市
06205,-3.16%,-3.35%,2.76%,-1.213,新庄市
06206,-1.80%,-1.93%,1.99%,-0.970,寒河江市
06207,-2.35%,-2.49%,3.02%,-0.824,上山市
06208,-1.42%,-1.70%,5.89%,-0.289,村山市
06209,-2.53%,-2.76%,2.32%,-1.189,長井市
06210,-1.63%,-1.76%,2.39%,-0.735,天童市
06211,0.49%,0.54%,4.15%,0.130,東根市
06212,-3.14%,-3.30%,1.49%,-2.208,尾花沢市
06213,-1.87%,-2.04%,4.61%,-0.443,南陽市
06301,-2.18%,-2.37%,2.34%,-1.014,山辺町
06302,-2.27%,-2.31%,2.22%,-1.039,中山町
06321,-1.70%,-1.81%,1.62%,-1.120,河北町
06322,-3.96%,-3.98%,4.32%,-0.921,西川町
06323,-2.13%,-2.30%,1.78%,-1.288,朝日町
06324,-2.73%,-2.85%,1.50%,-1.895,大江町
06341,-2.43%,-2.51%,1.09%,-2.298,大石田町
06361,-2.73%,-2.82%,0.96%,-2.929,金山町
06362,-2.43%,-2.47%,1.10%,-2.253,最上町
06364,-3.11%,-3.17%,2.22%,-1.427,真室川町
06381,-2.07%,-2.16%,1.85%,-1.165,高畠町
06382,-3.10%,-3.30%,1.90%,-1.742,川西町
06401,-3.68%,-3.79%,1.71%,-2.212,小国町
06402,-2.93%,-3.04%,1.59%,-1.915,白鷹町
06426,-0.68%,0.11%,3.70%,0.031,三川町
06428,-2.15%,-2.30%,1.50%,-1.535,庄内町
06461,-2.88%,-2.99%,1.51%,-1.982,遊佐町
07201,0.13%,0.02%,3.06%,0.007,福島市
07202,-1.02%,-1.11%,2.89%,-0.383,会津若松市
07203,0.77%,0.46%,3.57%,0.130,郡山市
07204,0.83%,0.59%,3.93%,0.149,いわき市
07205,-0.43%,-0.62%,2.94%,-0.210,白河市
07207,-0.84%,-0.99%,2.78%,-0.355,須賀川市
07208,-2.71%,-2.78%,2.69%,-1.035,喜多方市
07209,-1.40%,-1.52%,2.09%,-0.727,相馬市
07210,-0.73%,-0.83%,2.77%,-0.299,二本松市
07211,-1.16%,-1.32%,2.02%,-0.652,田村市
07212,-1.01%,-1.11%,4.06%,-0.273,南相馬市
07213,-0.60%,-0.94%,2.87%,-0.327,伊達市
07214,-1.20%,-1.29%,2.04%,-0.632,本宮市
07301,-1.46%,-1.51%,1.93%,-0.782,桑折町
07303,-0.85%,-0.97%,2.71%,-0.359,国見町
07308,-1.31%,-1.49%,4.71%,-0.316,川俣町
07322,0.44%,0.34%,2.45%,0.139,大玉村
07342,-0.68%,-0.82%,2.48%,-0.329,鏡石町
07368,-2.04%,-2.05%,2.98%,-0.688,南会津町
07405,-2.55%,-2.54%,0.95%,-2.666,西会津町
07407,-2.20%,-2.21%,1.83%,-1.206,磐梯町
07408,-2.22%,-2.29%,1.86%,-1.229,猪苗代町
07421,-0.50%,-0.66%,2.81%,-0.235,会津坂下町
07422,-0.90%,-0.93%,0.98%,-0.943,湯川村
07447,-2.28%,-2.42%,1.48%,-1.634,会津美里町
07461,-1.32%,-1.51%,2.43%,-0.619,西郷村
07464,-1.46%,-1.50%,1.60%,-0.932,泉崎村
07465,-1.31%,-1.34%,1.67%,-0.805,中島村
07466,-2.08%,-2.20%,2.51%,-0.876,矢吹町
07481,-2.54%,-2.60%,2.01%,-1.294,棚倉町
07483,-2.73%,-2.74%,1.60%,-1.711,塙町
07501,-2.06%,-2.11%,1.70%,-1.243,石川町
07502,-0.81%,-0.87%,1.19%,-0.731,玉川村
07503,-1.62%,-1.67%,0.83%,-2.017,平田村
07504,-3.15%,-3.15%,2.21%,-1.424,浅川町
07521,-1.39%,-1.51%,2.35%,-0.642,三春町
07522,-1.99%,-2.09%,1.60%,-1.304,小野町
07541,0.29%,0.11%,2.18%,0.050,広野町
07542,-0.29%,-0.55%,1.92%,-0.288,楢葉町
07543,-3.32%,-5.73%,7.65%,-0.749,富岡町
07545,-8.53%,-7.45%,6.22%,-1.197,大熊町
07546,-4.54%,-4.29%,0.56%,-7.700,双葉町
07547,-2.25%,-3.90%,8.51%,-0.458,浪江町
07561,-0.61%,-0.63%,2.14%,-0.294,新地町
08201,-2.20%,-2.05%,2.22%,-0.925,水戸市
08202,-2.08%,-2.08%,2.24%,-0.929,日立市
08203,-1.33%,-1.38%,2.43%,-0.569,土浦市
08204,-0.94%,-0.96%,1.33%,-0.725,古河市
08205,-1.92%,-2.06%,2.43%,-0.849,石岡市
08207,-1.72%,-1.77%,1.97%,-0.895,結城市
08208,-1.14%,-1.31%,2.17%,-0.603,龍ケ崎市
08210,-2.22%,-2.28%,1.81%,-1.257,下妻市
08211,-2.44%,-2.26%,1.99%,-1.135,常総市
08212,-2.61%,-2.70%,3.59%,-0.752,常陸太田市
08214,-3.88%,-3.91%,2.56%,-1.526,高萩市
08215,-3.62%,-3.63%,2.65%,-1.370,北茨城市
08216,-2.79%,-2.96%,1.98%,-1.499,笠間市
08217,-1.82%,-1.85%,1.85%,-1.001,取手市
08219,-0.80%,-0.86%,3.04%,-0.283,牛久市
08220,0.83%,0.87%,3.60%,0.242,つくば市
08221,-2.26%,-2.53%,2.79%,-0.908,ひたちなか市
08222,-0.67%,-0.88%,2.25%,-0.391,鹿嶋市
08223,-2.80%,-2.78%,3.25%,-0.854,潮来市
08224,2.43%,2.83%,6.33%,0.447,守谷市
08225,-3.73%,-3.61%,3.19%,-1.133,常陸大宮市
08226,-1.68%,-1.76%,1.76%,-0.997,那珂市
08227,-1.66%,-1.73%,1.48%,-1.168,筑西市
08228,-0.96%,-0.98%,1.51%,-0.649,坂東市
08229,-2.59%,-2.74%,4.24%,-0.646,稲敷市
08230,-1.94%,-1.92%,2.05%,-0.935,かすみがうら市
08231,-1.35%,-1.21%,1.50%,-0.810,桜川市
08232,-1.36%,-1.40%,2.08%,-0.674,神栖市
08233,-2.29%,-2.31%,2.53%,-0.916,行方市
08234,-3.11%,-3.24%,3.65%,-0.889,鉾田市
08235,1.24%,1.18%,12.04%,0.098,つくばみらい市
08236,-2.87%,-2.92%,2.56%,-1.140,小美玉市
08302,-2.52%,-2.63%,1.63%,-1.608,茨城町
08309,-2.90%,-2.93%,2.25%,-1.305,大洗町
08310,-4.77%,-4.67%,2.70%,-1.727,城里町
08341,-1.34%,-1.45%,1.43%,-1.015,東海村
08364,-4.31%,-4.25%,2.05%,-2.069,大子町
08442,-3.16%,-3.28%,2.47%,-1.328,美浦村
08443,-1.18%,-1.05%,2.27%,-0.463,阿見町
08447,-3.04%,-3.23%,3.34%,-0.966,河内町
08521,-1.36%,-1.39%,1.13%,-1.230,八千代町
08542,-0.65%,-0.81%,3.48%,-0.232,五霞町
08546,-1.17%,-1.29%,1.23%,-1.048,境町
08564,-3.14%,-3.46%,2.79%,-1.242,利根町
09201,-0.50%,-0.70%,2.41%,-0.292,宇都宮市
09202,-2.73%,-2.70%,1.47%,-1.838,足利市
09203,-3.51%,-3.38%,3.93%,-0.861,栃木市
09204,-2.26%,-2.30%,1.84%,-1.254,佐野市
09205,-1.95%,-1.89%,1.50%,-1.262,鹿沼市
09206,-2.71%,-2.74%,1.99%,-1.378,日光市
09208,-0.74%,-0.85%,2.24%,-0.380,小山市
09209,-2.45%,-2.46%,3.05%,-0.805,真岡市
09210,-2.76%,-2.79%,2.22%,-1.260,大田原市
09211,-3.24%,-3.27%,2.09%,-1.564,矢板市
09213,-2.99%,-3.04%,1.87%,-1.623,那須塩原市
09214,-1.99%,-2.04%,1.45%,-1.403,さくら市
09215,-3.71%,-3.65%,0.79%,-4.652,那須烏山市
09216,-0.82%,-0.88%,1.39%,-0.634,下野市
09301,-1.82%,-1.81%,1.15%,-1.578,上三川町
09321,-4.31%,-3.59%,2.14%,-1.681,
09341,7.69%,2.04%,7.78%,0.262,
09342,-4.14%,-4.10%,1.77%,-2.317,益子町
09343,-3.96%,-3.93%,1.09%,-3.615,茂木町
09344,-3.28%,-3.22%,0.94%,-3.440,市貝町
09345,-2.33%,-2.38%,2.24%,-1.063,芳賀町
09361,-1.69%,-1.70%,1.18%,-1.439,壬生町
09364,-2.04%,-2.16%,2.59%,-0.834,野木町
09365,-3.99%,-3.76%,1.54%,-2.441,
09366,-1.81%,-2.59%,2.96%,-0.874,
09367,-5.71%,-5.44%,2.23%,-2.441,
09368,-4.45%,-4.44%,0.17%,-25.839,
09384,-2.62%,-2.66%,1.09%,-2.431,塩谷町
09386,-1.65%,-1.65%,2.12%,-0.780,高根沢町
09407,-3.03%,-3.01%,1.41%,-2.135,那須町
09411,-3.85%,-3.82%,2.22%,-1.720,那珂川町
10201,-1.59%,-1.59%,1.83%,-0.873,前橋市
10202,-0.06%,-0.02%,3.03%,-0.007,高崎市
10203,-3.03%,-2.96%,1.87%,-1.580,桐生市
10204,-1.72%,-1.61%,1.73%,-0.934,伊勢崎市
10205,-0.50%,-0.61%,1.99%,-0.304,太田市
10206,-1.80%,-1.83%,2.17%,-0.847,沼田市
10207,-2.06%,-2.01%,2.17%,-0.925,館林市
10208,-2.12%,-2.13%,1.33%,-1.597,渋川市
10209,-2.12%,-2.11%,1.56%,-1.355,藤岡市
10210,-2.38%,-2.37%,1.26%,-1.890,富岡市
10211,-2.71%,-2.63%,1.14%,-2.304,安中市
10212,-2.29%,-2.30%,1.94%,-1.184,みどり市
10303,-1.99%,-1.69%,0.42%,-4.076,
10344,-2.18%,-2.16%,1.66%,-1.306,榛東村
10345,-0.69%,-0.70%,1.17%,-0.593,吉岡町
10363,-2.31%,-2.55%,0.34%,-7.547,
10382,-3.77%,-3.72%,2.58%,-1.444,下仁田町
10384,-2.29%,-2.24%,1.20%,-1.866,甘楽町
10421,-3.69%,-3.60%,1.03%,-3.499,中之条町
10424,-1.44%,-1.45%,7.08%,-0.205,長野原町
10425,-3.91%,-3.84%,2.11%,-1.818,嬬恋村
10426,-3.14%,-3.15%,2.09%,-1.503,草津町
10429,-2.98%,-2.84%,1.35%,-2.105,東吾妻町
10449,-3.53%,-3.57%,1.32%,-2.705,みなかみ町
10464,-1.29%,-1.30%,1.37%,-0.951,玉村町
10521,-3.07%,-3.00%,1.79%,-1.680,板倉町
10522,-2.40%,-2.36%,2.40%,-0.985,明和町
10523,-2.56%,-2.54%,1.92%,-1.323,千代田町
10524,-2.59%,-2.60%,2.29%,-1.137,大泉町
10525,-2.30%,-2.26%,1.92%,-1.175,邑楽町
11101,-0.63%,-0.36%,2.64%,-0.137,さいたま市西区
11102,0.14%,0.53%,3.18%,0.165,さいたま市北区
11103,2.14%,2.67%,5.17%,0.517,さいたま市大宮区
11104,-0.69%,-0.42%,2.59%,-0.162,さいたま市見沼区
11105,1.96%,2.25%,5.31%,0.424,さいたま市中央区
11106,-0.11%,0.15%,2.31%,0.066,さいたま市桜区
11107,1.69%,2.18%,5.04%,0.432,さいたま市浦和区
11108,1.32%,1.59%,3.67%,0.432,さいたま市南区
11109,0.45%,0.75%,3.02%,0.250,さいたま市緑区
11110,-0.43%,-0.21%,1.81%,-0.115,さいたま市岩槻区
11201,-0.07%,0.30%,2.69%,0.111,川越市
11202,-0.46%,-0.68%,1.87%,-0.363,熊谷市
11203,0.87%,1.52%,4.12%,0.369,川口市
11206,-2.20%,-2.10%,1.62%,-1.295,行田市
11207,-0.58%,-0.59%,3.28%,-0.180,秩父市
11208,0.27%,0.80%,4.00%,0.200,所沢市
11209,-0.97%,-0.86%,1.70%,-0.508,飯能市
11210,-2.65%,-2.52%,3.88%,-0.649,加須市
11211,-0.94%,-0.88%,1.10%,-0.800,本庄市
11212,-1.06%,-0.94%,2.02%,-0.466,東松山市
11214,-0.63%,-0.43%,1.84%,-0.234,春日部市
11215,-0.77%,-0.59%,2.67%,-0.220,狭山市
11216,-2.27%,-2.29%,1.81%,-1.266,羽生市
11217,-0.74%,-0.50%,2.12%,-0.236,鴻巣市
11218,-0.71%,-0.63%,1.68%,-0.378,深谷市
11219,0.40%,0.83%,3.17%,0.263,上尾市
11221,0.13%,0.37%,2.60%,0.142,草加市
11222,-0.08%,0.15%,2.54%,0.060,越谷市
11223,0.83%,1.21%,3.10%,0.391,蕨市
11224,1.29%,1.61%,3.15%,0.512,戸田市
11225,-0.34%,-0.28%,2.07%,-0.134,入間市
11226,-4.39%,-1.61%,6.32%,-0.255,
11227,0.59%,1.00%,2.81%,0.358,朝霞市
11228,0.37%,0.69%,2.60%,0.264,志木市
11229,0.80%,1.23%,4.11%,0.299,和光市
11230,0.56%,0.88%,3.01%,0.293,新座市
11231,-0.73%,-0.41%,2.17%,-0.191,桶川市
11232,-2.78%,-2.51%,6.94%,-0.362,久喜市
11233,-0.64%,-0.35%,1.88%,-0.189,北本市
11234,0.47%,0.68%,4.66%,0.146,八潮市
11235,0.94%,1.09%,4.09%,0.268,富士見市
11237,-0.31%,-0.14%,2.73%,-0.050,三郷市
11238,-0.83%,-0.59%,2.03%,-0.293,蓮田市
11239,-1.08%,-0.84%,2.34%,-0.359,坂戸市
11240,-1.26%,-0.95%,2.21%,-0.432,幸手市
11241,-0.05%,0.21%,4.13%,0.051,鶴ヶ島市
11242,-1.29%,-1.24%,3.96%,-0.314,日高市
11243,-0.99%,-0.78%,1.92%,-0.404,吉川市
11245,0.60%,0.75%,3.10%,0.243,ふじみ野市
11246,-0.09%,-0.13%,0.74%,-0.175,白岡市
11301,-0.03%,0.40%,2.24%,0.178,伊奈町
11324,-0.15%,-0.01%,2.43%,-0.004,三芳町
11326,-1.88%,-1.79%,1.63%,-1.099,毛呂山町
11327,-2.05%,-1.98%,1.59%,-1.247,越生町
11341,-1.21%,-1.01%,2.51%,-0.400,滑川町
11342,-1.84%,-1.75%,1.75%,-0.998,嵐山町
11343,-1.91%,-1.84%,1.42%,-1.292,小川町
11346,-1.53%,-1.49%,4.06%,-0.368,川島町
11347,-0.67%,-0.86%,3.02%,-0.285,吉見町
11348,-1.98%,-1.93%,2.23%,-0.863,鳩山町
11349,-1.85%,-1.85%,1.97%,-0.941,ときがわ町
11361,-1.56%,-1.50%,1.15%,-1.301,横瀬町
11362,-2.68%,-2.62%,1.49%,-1.765,皆野町
11363,-5.04%,-4.58%,1.87%,-2.451,長瀞町
11365,-1.67%,-1.66%,0.78%,-2.141,小鹿野町
11381,-1.46%,-1.41%,1.17%,-1.201,美里町
11383,-1.45%,-1.40%,0.87%,-1.605,神川町
11385,-0.11%,-0.12%,2.44%,-0.048,上里町
11408,-0.97%,-0.91%,2.09%,-0.436,寄居町
11421,-7.07%,-6.08%,3.07%,-1.979,
11424,-6.61%,-4.83%,3.29%,-1.470,
11425,-4.92%,-4.13%,1.59%,-2.594,
